Time,Seizures,IEA_1,IEA_2,CircadianAbs1,CircadianAngle1,CircadianCos1,CircadianSin1,CircadianFiltSig1,CircadianAbs2,CircadianAngle2,CircadianCos2,CircadianSin2,CircadianFiltSig2,MultidienAbs1,MultidienAngle1,MultidienCos1,MultidienSin1,MultidienFiltSig1,MultidienAbs2,MultidienAngle2,MultidienCos2,MultidienSin2,MultidienFiltSig2,MultidienAbs3,MultidienAngle3,MultidienCos3,MultidienSin3,MultidienFiltSig3,MultidienAbs4,MultidienAngle4,MultidienCos4,MultidienSin4,MultidienFiltSig4,meanWeeklySeizures,stdWeeklySeizures
736643.979166667,0,0.721252195827168,-0.517829292577947,1.03890409252748,0.0355965660929953,0.999366509137607,0.0355890490757126,-0.158185211761818,0.616191859260992,0.518890400724033,0.868369983171697,0.495916900625888,-0.00547818200087958,0.250149609126225,1.88743499886321,-0.311374098032448,0.950287414982688,-0.0776775578344991,0.205785344244966,1.58887742506438,-0.0180801130883882,0.999836541395998,-0.0010258514086806,0.380376258112571,1.64316019369893,-0.0723007275204516,0.997382877735533,-0.0184212899879704,0.177269010729466,-0.730693637628259,0.744711657245931,-0.667386355540791,0.129947794059865,0.0339313464313464,0.186951230598334
736644.979166667,0,1.84161282176242,-0.517829292577947,0.841522911151704,0.0983358379442066,0.995168926385689,0.0981774309928454,-0.170342686013649,1.08808633731466,0.146998342463024,0.989215184974468,0.146469511557622,-0.0436530229031555,0.256084327766049,2.61120109382892,-0.862609057863247,0.505871142972479,-0.220845214444548,0.211875019837676,1.7470231162952,-0.175316058451729,0.984512203910622,-0.0344505486946078,0.415874005025842,1.83595365806828,-0.262061104139458,0.965051282418301,-0.099902062802799,0.299747414196304,0.0912077008738389,0.995843460316916,0.0910812963457953,0.293090265083489,0.0243213357272438,0.160963534204444
736645.979166667,0,1.3436747657912,-0.517829292577947,0.418680707704474,-0.965753081394965,0.568797645159206,-0.822477500519827,-0.0136631324527719,1.24107521721991,0.119313925220861,0.992890533716789,0.119031038202601,-0.0570388870400432,0.253888069758275,-2.77805455292709,-0.934644586734882,-0.355583318628955,-0.248247104039397,0.218502156117265,1.90424148606643,-0.327300365447223,0.944920351552507,-0.0688212601214914,0.439064580798313,2.01038842341741,-0.425570378382019,0.904925330092923,-0.177769516642546,0.328322069557478,0.812920020851331,0.687380562796126,0.726297433487191,0.224806352466476,0.0191622039233752,0.142814188685237
736646.979166667,1,0.596767681834362,-0.517829292577947,0.619559387582675,-0.365975577624538,0.933775084948221,-0.357860434708761,0.0347500000181777,1.0540347886976,-0.00778296489028239,0.999969712881644,-0.00778288631559748,-0.048687949752256,0.25411799052057,-2.17315404011924,-0.566586806998562,-0.824002057118291,-0.143754648743449,0.226085079419429,2.06347364655925,-0.472986485818237,0.881069681826196,-0.104240463481735,0.45621845346952,2.17409766367479,-0.567364102382456,0.82346704568413,-0.249757916813196,0.298428193953972,1.52646855479225,0.0443132564427742,0.999017685180516,0.0111467872970028,0.0197368421052632,0.141163566768261
736647.979166667,0,0.285556396852349,-0.517829292577947,0.533354475487683,0.38496191945792,0.926812733496704,0.375523843488491,-0.114005195369214,1.04980279056693,0.113692360978242,0.993543982206225,0.113447588876078,0.0354601460998357,0.263171695844357,-1.40073213261277,0.16924561752639,-0.985573904356295,0.0447451685244793,0.234177989988288,2.2265886630982,-0.609787412713256,0.792565020232708,-0.140103818386785,0.469037103943043,2.33025446767418,-0.68852858498877,0.725209202681103,-0.313860892273404,0.230557173247325,2.27644356473521,-0.648526637657101,0.761191960184272,-0.151575307607152,0.0367324561403509,0.222307198862278
736648.979166667,1,0.783494452823571,-0.418478130403515,1.41799278858076,0.0714239792540676,0.997450391748012,0.0713632678745732,-0.0998339072841656,1.13974883761447,-0.202750437006166,0.979516443998462,-0.201364187323884,0.0462843677575826,0.283173112664907,-0.643746509534167,0.799852735468339,-0.600196302524279,0.226679908500277,0.242229190767158,2.39464095276011,-0.733763305051916,0.679405189970822,-0.175043585578157,0.478249335714233,2.48055670898741,-0.789356652615164,0.613934911022483,-0.36842437196896,0.155597278773531,0.0426602274295451,0.999090190490201,0.0426472890844589,-0.157651847944321,0.0400219298245614,0.234268921075406
736649.979166667,1,1.09470573780558,-0.269451387141866,2.58968631236392,0.0642725634937945,0.997935229728504,0.0642283213755253,0.0632552183434936,1.13063620928872,-0.12254688815328,0.992500522586942,-0.122240388843652,0.11339168357595,0.311755017241892,0.0779667077118237,0.996962135594878,0.0778877409487529,0.306892811301099,0.249671101264207,2.56803425562765,-0.839975423480141,0.542624444666251,-0.207021896218363,0.484254281017537,2.62600571065282,-0.870003482555017,0.493045576333611,-0.412217750320991,0.107890212154853,-1.97895979653078,-0.39692433656106,-0.917851333847461,-0.044913036841038,0.0375441444520392,0.203324381624094
736650.979166667,4,0.659009938830765,-0.418478130403515,0.144284491052963,0.895308198428361,0.625278327474443,0.780401828028845,0.0255623988222672,1.29795817967441,-0.00830865773904685,0.999965483301857,-0.00830856214301648,-0.066234014566606,0.343894540847955,0.759416730968119,0.72523771396685,0.688498553549779,0.249580362373782,0.255946215601852,2.74686732368427,-0.923102224846244,0.384554654742229,-0.233568435985525,0.487309058907512,2.76725457388854,-0.930749861270894,0.365656527008902,-0.44447755151161,0.111601618205174,-0.742097762015785,0.737052439344515,-0.67583555814732,0.0801491821608985,0.0339313464313464,0.186951230598334
736651.979166667,1,-0.0878971451260676,-0.418478130403515,0.135328119949409,1.54859681551278,0.0221976879394736,0.99975360096883,-0.017274698139763,1.67424300162635,0.0598002309757295,0.998212498968265,0.0597645957363701,0.00244975489672591,0.374225552471105,1.40641103909909,0.163645936495444,0.986519136899294,0.0614327876444211,0.260543402106555,2.93079778762179,-0.977864908095744,0.209237237400284,-0.252079830865207,0.487608627226778,2.9046708458565,-0.972065066242973,0.234711539959255,-0.464901999393729,0.137788123547774,0.193247063065129,0.981385822616187,0.192046523446664,0.129931677646038,0.0243213357272438,0.160963534204444
736652.979166667,0,-0.274623916115276,-0.517829292577947,0.475165787719789,-0.24546252335611,0.970025033241552,-0.243005009999231,0.0504315052502794,1.0971576691197,0.220261670333258,0.975840311702545,0.218484979017507,-0.024575607210954,0.398245768531105,2.02774510040629,-0.441211985608883,0.897402910489523,-0.175496135619549,0.26304676841032,3.04816073550429,-0.995638412608368,0.0932960413880922,-0.260156412396829,0.485339791948417,3.03846146318924,-0.994686690670757,0.102948469646026,-0.473675781751596,0.156399018791403,0.962910184867388,0.571133561912852,0.820857146193379,0.0872181719078121,0.0191622039233752,0.142814188685237
736653.979166667,0,-0.399108430108081,-0.517829292577947,0.155847717756113,-0.0496700009636607,0.99876669909073,-0.0496495799318365,0.0567647473899965,1.51006870622016,-0.202410229181681,0.979584892983955,-0.201030936518769,0.00115710477995028,0.412871660565063,2.63173248129007,-0.872812759815429,0.488055208253507,-0.360127799402223,0.263130378412352,-2.97084351925853,-0.985457750059307,-0.169920636910439,-0.256607196546855,0.480694571972134,-3.07714211022091,-0.997923782574234,-0.0644059327448464,-0.471432635144825,0.157793130183003,1.71500859379164,-0.14371291850171,0.989619420310516,-0.0247642947831453,0.0197368421052632,0.141163566768261
736654.979166667,0,-0.274623916115276,-0.517829292577947,0.0882174181747617,0.104642383663575,0.994529979910896,0.104451515347706,-0.0272796510731215,1.3352414500983,0.0945858366248686,0.995530093740316,0.0944448646428014,-0.128885673471783,0.416378890878111,-2.83695401287704,-0.953955404016202,-0.29994847415562,-0.411634025213743,0.260564397159457,-2.77395314078667,-0.933178335994623,-0.359413679804075,-0.24045653881647,0.473880402589039,-2.98775786377132,-0.988190745278207,-0.153228753654466,-0.459199312456252,0.141649437489871,2.54771085574991,-0.82877474306054,0.559582366828098,-0.119462601475365,0.0367324561403509,0.222307198862278
736655.979166667,2,-0.399108430108081,-0.517829292577947,0.0992932170627802,-0.131008402560852,0.991430666187984,-0.130633970092198,-0.00390430222197185,1.22413461854956,-0.077039335124984,0.997033937836717,-0.076963152234106,0.0224707921552481,0.409245801105073,-2.46944894493969,-0.782488652848083,-0.622664844168989,-0.320003127216312,0.255222567183185,-2.57330732667052,-0.842825029618505,-0.538187671215688,-0.212411827868758,0.465128406621503,-2.86467327084459,-0.961902222641786,-0.273393697946371,-0.43832336827872,0.118355718338813,-2.57330748625381,-0.842825115504254,-0.538187536714889,-0.109958871647461,0.0400219298245614,0.234268921075406
736656.979166667,2,-0.461350687104484,-0.517829292577947,0.119750972366248,0.487394894333198,0.88355589338398,0.468325723472923,-0.0375166678786249,1.00315347086013,0.0127066148378305,0.999919272055872,0.0127062729096927,0.0423532864314086,0.392119715254569,-1.88140033064889,-0.305633793909127,-0.952149139589336,-0.11963616201822,0.247071904295786,-2.36894666795116,-0.716066194785342,-0.698032380828885,-0.174224259682246,0.454694857818553,-2.74535780597693,-0.922520681295586,-0.385947655235691,-0.410380987211424,0.111507587932747,-1.48639254145642,0.0843036056157073,-0.996440114648237,0.00730872421432698,0.0375441444520392,0.203324381624094
736657.979166667,1,-0.0878971451260676,-0.517829292577947,0.123252174241875,-0.207501186063049,0.978548763239395,-0.206015334290071,0.0131955916013617,1.18220159656833,0.0626457476566425,0.998038396800468,0.0626047802643754,-0.0543699983776849,0.367375948935209,-1.29020392111719,0.276924934736319,-0.960891555026521,0.101925979944823,0.236170311742474,-2.16069375683874,-0.556275790437288,-0.830997740654793,-0.128680954835106,0.442863338998042,-2.62999718312475,-0.871964524800399,-0.48956906304383,-0.377076958214437,0.131235399764514,-0.300899070565429,0.955070409529568,-0.296379002024476,0.123217519982934,0.0339313464313464,0.186951230598334
736658.979166667,1,-0.15013940212247,-0.517829292577947,0.500764787346181,0.167604897504258,0.985987148678608,0.166821289530528,-0.0230758065643138,0.907903587543313,-0.0926220595342629,0.995713642691925,-0.0924896845987596,0.0102455129715052,0.337812272367943,-0.693221963688331,0.769191115689866,-0.6390188006184,0.260021753116125,0.222659447412192,-1.94808328121673,-0.368399597919895,-0.929667540711442,-0.0793335695337128,0.429945085702263,-2.51880323556072,-0.812254542479766,-0.583303144360619,-0.340140932678588,0.155297229842066,0.710731966580574,0.757884552340949,0.65238869190304,0.115576093747147,0.0243213357272438,0.160963534204444
